"OBJECTID","PERMIT_TYPE","DBA","CAMIS","APPROVED_SIDEWALK","APPROVED_ROAD","SUBMISSION_DATE1"
135,"sidewalk","JAAK 773 inc.","41386038","yes","no",19-JUN-20
188,"sidewalk","Gracie muse rest. Corp","41386105","yes","no",19-JUN-20
5518,"both","Franks Wine Bar","41386380","yes","yes",25-JUN-20
10490,"both","Franks Wine Bar","41386380","yes","yes",20-AUG-20
8812,"openstreets","An Choi","41386399","no","no",17-JUL-20
7724,"sidewalk","An Choi","41386399","yes","no",08-JUL-20
10897,"both","RADIO STAR","41386642","yes","yes",08-SEP-20
2510,"both","Saraghina","41387010","yes","yes",20-JUN-20
5132,"both","Laliguras Restaurant Inc.","41387173","yes","yes",24-JUN-20
9394,"roadway","Favela Cubana","41387444","no","yes",27-JUL-20
4695,"sidewalk","BIWON","41387641","yes","no",23-JUN-20
1255,"both","PAOLA'S RESTAURANT","41387793","yes","yes",19-JUN-20
1296,"both","PAOLA'S RESTAURANT","41387793","yes","yes",19-JUN-20
9941,"both","El Rey Restaurant","41388342","yes","yes",06-AUG-20
1728,"both","Brooklyn Heights Wine Bar","41388348","yes","yes",19-JUN-20
8631,"openstreets","The Tap House","41388432","no","no",16-JUL-20
405,"both","Eire Corp","41388432","yes","yes",19-JUN-20
4344,"both","Capizzi","41388629","yes","yes",23-JUN-20
4373,"both","west end pizza inc","41388629","yes","yes",23-JUN-20
7340,"both","Olympia Pita 1LLC","41388845","yes","yes",05-JUL-20
5693,"both","PUERTO PLATA RESTAURANT","41388854","yes","yes",26-JUN-20
4452,"sidewalk","TAKEDA","41388901","yes","no",23-JUN-20
3781,"both","Balboa Restaurant","41389072","yes","yes",22-JUN-20
2176,"both","Melanie�s Roti & Grill Restuarant Inc.","41389468","yes","yes",20-JUN-20
7715,"both","District Restaurant and Bar","41389501","yes","yes",08-JUL-20
7720,"both","2 Sneden Ave","41389501","yes","yes",08-JUL-20
2665,"both","WINE3:30","41389861","yes","yes",20-JUN-20
4350,"sidewalk","El Pollo Inka Peru II, Inc.","41390135","yes","no",23-JUN-20
7885,"both","El Pollo Inka Peru II, Inc.","41390135","yes","yes",09-JUL-20
4456,"both","Boka","41390159","yes","yes",23-JUN-20
1924,"both","Napoli Italian trattoria","41390818","yes","yes",19-JUN-20
8036,"both","Independent of 23RD st","41391327","yes","yes",10-JUL-20
5138,"both","Amsterdam Ale House","41391353","yes","yes",24-JUN-20
2664,"roadway","Amsterdam Ale House","41391353","no","yes",20-JUN-20
11399,"both","HELLCAT ANNIE'S TAP ROOM","41391415","yes","yes",25-OCT-20
6848,"both","La Rioja Restaurant","41392209","yes","yes",01-JUL-20
4400,"sidewalk","ivanas pizza","41392231","yes","no",23-JUN-20
9207,"both","Las Delicias Mexicanas Corp.","41393637","yes","yes",23-JUL-20
1352,"sidewalk","Las Delicias mexicanas Corp","41393637","yes","no",19-JUN-20
1742,"both","The Amber Avalon Corp","41393791","yes","yes",19-JUN-20
557,"sidewalk","Ippolito's Pizza Corp","41394169","yes","no",19-JUN-20
7539,"sidewalk","Little Italy pizza","41394405","yes","no",07-JUL-20
6583,"both","PLAY EARTH INC","41394959","yes","yes",30-JUN-20
1216,"sidewalk","PLAY EARTH INC","41394959","yes","no",19-JUN-20
10033,"both","inbing inc","41395526","yes","yes",07-AUG-20
10068,"both","chasers","41395526","yes","yes",08-AUG-20
9101,"sidewalk","McNally Robinson Booksellers","41395582","yes","no",22-JUL-20
6515,"both","Espindola Restaurant Corp","41395589","yes","yes",30-JUN-20
2441,"roadway","Espindola Restaurant corp","41395589","no","yes",20-JUN-20
7146,"both","emporio","41395716","yes","yes",03-JUL-20
9453,"both","The Vig Bar","41395881","yes","yes",28-JUL-20
10102,"both","Watawa Inc","41395934","yes","yes",10-AUG-20
3205,"both","Rotana","41395978","yes","yes",22-JUN-20
6131,"sidewalk","June sing restaurant","41396554","yes","no",28-JUN-20
8926,"both","NEW THRIVINGING","41396554","yes","yes",19-JUL-20
9410,"both","Washington Commons","41396559","yes","yes",27-JUL-20
7438,"both","Peacefood Cafe","41396810","yes","yes",06-JUL-20
192,"both","Lee's Tavern","41397316","yes","yes",19-JUN-20
5133,"both","Horus Too","41397330","yes","yes",24-JUN-20
660,"sidewalk","Dallas BBQ","41397450","yes","no",19-JUN-20
10027,"sidewalk","Sammy's Original Shrimp Box","41397464","yes","no",07-AUG-20
9916,"both","Cafe La Notte","41397768","yes","yes",06-AUG-20
1714,"sidewalk","Cafe Con Pan Bakery & Restaurant Corp. II","41397825","yes","no",19-JUN-20
8090,"sidewalk","Little Italy Pizza","41398154","yes","no",11-JUL-20
8474,"sidewalk","Satyr Grill LLC","41398172","yes","no",15-JUL-20
1154,"both","Entwine","41398358","yes","yes",19-JUN-20
8265,"sidewalk","Broadway China Station","41655130","yes","no",13-JUL-20
8262,"sidewalk","Broadway China Station","41655130","yes","no",13-JUL-20
3926,"both","DBL","41655185","yes","yes",22-JUN-20
5031,"sidewalk","Chikurin","41655200","yes","no",24-JUN-20
8144,"roadway","Chikurin 236 LLC","41655200","no","yes",12-JUL-20
5874,"sidewalk","LUL;O RESTAURANT","41655398","yes","no",26-JUN-20
4130,"both","Bia Bar & Grill","41655832","yes","yes",23-JUN-20
6578,"sidewalk","Sullivan Street Bakery","41656198","yes","no",30-JUN-20
3384,"both","Beans and leaves coffee and tea cafe","41656659","yes","yes",22-JUN-20
810,"both","Tony's DiNapoli","41656677","yes","yes",19-JUN-20
2982,"sidewalk","LE PARIS DAKAR","41657006","yes","no",21-JUN-20
3645,"roadway","Baby Oliver llc","41657014","no","yes",22-JUN-20
1930,"both","BUBBA'S BISTRO","41657408","yes","yes",19-JUN-20
8900,"openstreets","Mizu","41658037","no","no",19-JUL-20
194,"both","Mizu","41658037","yes","yes",19-JUN-20
9843,"roadway","chop shop","41658103","no","yes",05-AUG-20
3985,"both","Opera Cafe Lounge","41658283","yes","yes",22-JUN-20
531,"sidewalk","Opera Cafe Lounge","41658283","yes","no",19-JUN-20
8208,"both","MI CASA RESTAURANT","41658324","yes","yes",13-JUL-20
3577,"sidewalk","Schmackary's","41658464","yes","no",22-JUN-20
9676,"both","RDR Bar & Restaurant Corp.","41658728","yes","yes",01-AUG-20
6124,"sidewalk","Bar& restaurant el salvadoreno  Corp","41659018","yes","no",28-JUN-20
616,"sidewalk","The Bay Cafe","41659658","yes","no",19-JUN-20
4977,"roadway","La Brisa del Cibao Corp","41659848","no","yes",24-JUN-20
3283,"sidewalk","Twist it top it frozen yogurt","41659905","yes","no",22-JUN-20
4017,"sidewalk","TENZAN YUAN CORP.","41659908","yes","no",22-JUN-20
7857,"both","The Monro Pub","41660253","yes","yes",09-JUL-20
8679,"openstreets","The Monro Pub","41660253","no","no",16-JUL-20
488,"both","The Monro Pub, Inc","41660253","yes","yes",19-JUN-20
11067,"sidewalk","AMERICAN BAR","41660537","yes","no",22-SEP-20
9921,"both","1-Dec","41660841","yes","yes",06-AUG-20
8878,"both","718 Hookah & Lounge Inc","41660841","yes","yes",18-JUL-20
2169,"both","SOCARRAT MIDTOWN","41660862","yes","yes",20-JUN-20
7874,"both","Amura Japanese restaurant","41661008","yes","yes",09-JUL-20
9137,"sidewalk","Main Bakhtar Halal kabab.","41661199","yes","no",22-JUL-20
7984,"openstreets","Sangria 46","41661506","no","no",09-JUL-20
4583,"both","Sangria 46","41661506","yes","yes",23-JUN-20
5890,"both","Aziza's","41662075","yes","yes",26-JUN-20
4053,"sidewalk","Playground","41662341","yes","no",22-JUN-20
6793,"both","Playground","41662341","yes","yes",01-JUL-20
9455,"sidewalk","The Pony Bar","41662786","yes","no",28-JUL-20
10406,"roadway","The Pony Bar","41662786","no","yes",18-AUG-20
643,"both","Napoleon�s Southern Cuisine and Bakery","41662826","yes","yes",19-JUN-20
3790,"sidewalk","16 Handles","41662952","yes","no",22-JUN-20
4796,"sidewalk","Five Guys","41663207","yes","no",24-JUN-20
4853,"both","Stratos Bakery Corp","41664437","yes","yes",24-JUN-20
3767,"sidewalk","Stratos Bakery Corp","41664437","yes","no",22-JUN-20
4519,"both","205 Thomson Street LLC","41664592","yes","yes",23-JUN-20
3709,"both","Emily Bar Restaurant","41664735","yes","yes",22-JUN-20
5505,"sidewalk","Father & Son 39-35 LLC","41664779","yes","no",25-JUN-20
9927,"openstreets","Father & Son 3935 LLC","41664779","no","no",06-AUG-20
1335,"both","The Cobra Club","41664787","yes","yes",19-JUN-20
9201,"openstreets","Gramercy Tavern","41664978","no","no",23-JUL-20
4960,"both","Gramercy Tavern","41664978","yes","yes",24-JUN-20
1266,"both","Events at Stone Park Cafe","41665029","yes","yes",19-JUN-20
3622,"both","Jasmin Lounge","41665031","yes","yes",22-JUN-20
2076,"sidewalk","Texas Rotisserie & Grill","41665068","yes","no",20-JUN-20
2754,"sidewalk","Beyond Sushi","41665198","yes","no",21-JUN-20
5166,"both","McHale's Bar & Grill","41665255","yes","yes",24-JUN-20
9467,"roadway","Dellarocco's","41665533","no","yes",28-JUL-20
457,"sidewalk","Dellarocco's","41665533","yes","no",19-JUN-20
2096,"both","forgtmenot","41665625","yes","yes",20-JUN-20
2723,"both","PUERTO VIEJO DOMINICAN BISTRO","41665771","yes","yes",20-JUN-20
5922,"roadway","Fratelli","41665851","no","yes",26-JUN-20
455,"sidewalk","Fratelli","41665851","yes","no",19-JUN-20
95,"sidewalk","Dar525inc","41666100","yes","no",19-JUN-20
3236,"both","Crossbay Bagel Cafe LLC","41666265","yes","yes",22-JUN-20
4212,"both","Bocca di Bacco","41666383","yes","yes",23-JUN-20
2136,"both","Cafe to go","41666477","yes","yes",20-JUN-20
7422,"both","Uncle Pauls Pizza & Cafe","41667036","yes","yes",06-JUL-20
9134,"both","Bareburger","41667359","yes","yes",22-JUL-20
8518,"sidewalk","mrkis place corp","41668068","yes","no",15-JUL-20
8515,"sidewalk","Mrkis Place Corp","41668068","yes","no",15-JUL-20
10915,"both","ROSEMARY'S","41668282","yes","yes",09-SEP-20
9518,"both","Reba Realty Corp","41668300","yes","yes",29-JUL-20
10980,"both","SUNSHINE RESTAURANT","41668500","yes","yes",14-SEP-20
8842,"sidewalk","The Penrose","41668701","yes","no",18-JUL-20
2945,"sidewalk","Adelina's","41670026","yes","no",21-JUN-20
8731,"sidewalk","KNL Green Food Inc","41670030","yes","no",17-JUL-20
4729,"both","Irish Haven","41670427","yes","yes",24-JUN-20
9164,"both","1-Dec","41670841","yes","yes",22-JUL-20
974,"both","alfies","41671103","yes","yes",19-JUN-20
10792,"both","GULSHAN TERRACE","41671751","yes","yes",01-SEP-20
9077,"both","FULTON QUALITY FOODS LLC","41671873","yes","yes",21-JUL-20
3448,"roadway","Crave Fishbar","41671961","no","yes",22-JUN-20
8947,"sidewalk","Williamsburg Pizza, LLC","41672156","yes","no",20-JUL-20
8951,"sidewalk","Williamsburg Pizza, LLC","41672156","yes","no",20-JUL-20
4888,"roadway","Murrays Cheese Bar","41672199","no","yes",24-JUN-20
4870,"sidewalk","Murrays Cheese Bar","41672199","yes","no",24-JUN-20
1679,"both","Greenwood Park","41672397","yes","yes",19-JUN-20
6525,"sidewalk","Kuro Kuma Espresso & Coffee","41672484","yes","no",30-JUN-20
4194,"both","Oaxaca Taqueria","41672855","yes","yes",23-JUN-20
6083,"both","Mccarren Hotel","41672855","yes","yes",27-JUN-20
8231,"both","Galli","41674131","yes","yes",13-JUL-20
10565,"sidewalk","Sushi X9 INC","41674321","yes","no",23-AUG-20
10751,"sidewalk","1801 bakery Corp DBA Las Delicias Bakery","41674322","yes","no",30-AUG-20
4155,"both","La Fonda Restaurant and Tapas Bar Inc","41674655","yes","yes",23-JUN-20
1632,"both","Alcala Restaurant","41675506","yes","yes",19-JUN-20
6670,"sidewalk","The Owl Farm","41675807","yes","no",01-JUL-20
7697,"sidewalk","Noche De Margarita Restaurant","41676306","yes","no",08-JUL-20
4457,"both","EL MEXICANO RESTAURANT & CAFE INC","41676908","yes","yes",23-JUN-20
184,"both","The Exley","41677257","yes","yes",19-JUN-20
7916,"roadway","Fusion Hk bar and Grill","41677480","no","yes",09-JUL-20
7920,"both","Fusion HK bar and Grill","41677480","yes","yes",09-JUL-20
1440,"sidewalk","Samarpan inc","41677480","yes","no",19-JUN-20
3488,"both","IL Mulino Uptown","41677849","yes","yes",22-JUN-20
7653,"both","John Brown Smokehouse","41677912","yes","yes",07-JUL-20
7078,"roadway","Moti Mahal Delux","41678381","no","yes",03-JUL-20
7541,"sidewalk","Corky�s Diner","41678386","yes","no",07-JUL-20
8729,"sidewalk","The Butcher's Daughter","41678685","yes","no",17-JUL-20
4556,"roadway","The Butcher's Daughter","41678685","no","yes",23-JUN-20
2428,"both","The Meatball Shop Chelsea","41678695","yes","yes",20-JUN-20
6171,"sidewalk","TITOS EMPANADAS Y MAS CORP","41678706","yes","no",28-JUN-20
2813,"roadway","Middle Branch","41679004","no","yes",21-JUN-20
11156,"sidewalk","BEST COFFEE SHOP","41679329","yes","no",29-SEP-20
252,"both","Frame Gourmet Eatery","41679739","yes","yes",19-JUN-20
5741,"both","Hobohemia LLC","41680332","yes","yes",26-JUN-20
3164,"both","Little rascal","41680471","yes","yes",21-JUN-20
507,"both","Flamingo Restaurant & Mantra Lounge","41680485","yes","yes",19-JUN-20
6351,"both","M. Wells","41680691","yes","yes",29-JUN-20
6823,"both","Nuevas Brisas del Valle","41681164","yes","yes",01-JUL-20
5232,"roadway","Ducks Eatery","41681319","no","yes",25-JUN-20
4528,"both","Molasses Books, LLC","41681330","yes","yes",23-JUN-20
4448,"both","Heavy Woods","41681629","yes","yes",23-JUN-20
10899,"roadway","The Mark Hotel","41682198","no","yes",09-SEP-20
6031,"both","Mark 2 Restaurant LLC","41682198","yes","yes",27-JUN-20
8453,"both","Apotheke LLC","41682709","yes","yes",15-JUL-20
7068,"sidewalk","El Ancla de Astoria Restaurant & Bar Inc.","41682958","yes","no",02-JUL-20
5572,"both","SABOR ANDINO #2 INC","41682968","yes","yes",25-JUN-20
5223,"both","Tir na nog","41683066","yes","yes",25-JUN-20
9695,"both","AVLEE GREEK KITCHEN","41683337","yes","yes",02-AUG-20
931,"sidewalk","Hollow Nickel Inc.","41683490","yes","no",19-JUN-20
10343,"sidewalk","ARCHWAY CAFE","41683811","yes","no",17-AUG-20
10342,"roadway","Archway Cafe","41683811","no","yes",17-AUG-20
1042,"sidewalk","Archway Cafe","41683811","yes","no",19-JUN-20
1188,"roadway","Archway Cafe","41683811","no","yes",19-JUN-20
6715,"both","Tropical 3 restaurant","41684033","yes","yes",01-JUL-20
9116,"both","The Boil Chrystie","41684054","yes","yes",22-JUL-20
154,"roadway","The Boil","41684054","no","yes",19-JUN-20
5478,"both","87  Atlantic  Pizza  Corp.","41684504","yes","yes",25-JUN-20
892,"both","EL MITOTE","41684505","yes","yes",19-JUN-20
1983,"sidewalk","The Beer Garden","41684536","yes","no",19-JUN-20
7234,"both","El Vicentino Restaurant","41684725","yes","yes",04-JUL-20
7235,"both","El Vicentino Restaurant","41684725","yes","yes",04-JUL-20
7977,"roadway","Organic Grill Inc","41684926","no","yes",09-JUL-20
7810,"sidewalk","Organic Grill Inc","41684926","yes","no",08-JUL-20
4602,"sidewalk","PAPAS CHIKEN AND GRILL","41685208","yes","no",23-JUN-20
8191,"both","Tonino 205 East Inc","41685527","yes","yes",13-JUL-20
812,"both","FABBRICA Restaurant & Bar","41685596","yes","yes",19-JUN-20
8455,"both","570 E FORDHAM RD FOOD SERVICE, CORP","41686207","yes","yes",15-JUL-20
7583,"sidewalk","570 E FORDHAM RD FOOD SERVICE, CORP","41686207","yes","no",07-JUL-20
7283,"both","Changpai thai Chinese","41686208","yes","yes",04-JUL-20
6843,"both","Beit jeddo cafe & restaurant","41686218","yes","yes",01-JUL-20
744,"both","Oregano llc","41686481","yes","yes",19-JUN-20
564,"both","nish nush","41686665","yes","yes",19-JUN-20
2576,"sidewalk","Taureau La Sirene","41686709","yes","no",20-JUN-20
7167,"sidewalk","JRPAC INC","41686787","yes","no",03-JUL-20
9489,"both","Spice Symphony","41686787","yes","yes",28-JUL-20
6804,"both","El Diamante Restaurant","41686846","yes","yes",01-JUL-20
2541,"both","The Pomeroy","41687082","yes","yes",20-JUN-20
11038,"both","HOUSTON HALL","41687206","yes","yes",18-SEP-20
9091,"sidewalk","golden imperial palace inc","41687397","yes","no",21-JUL-20
10151,"roadway","Golden Imperial Palace","41687397","no","yes",11-AUG-20
8850,"both","New Broadway Chinese","41687795","yes","yes",18-JUL-20
2383,"both","The Phunky Elephant Gastropub","41687950","yes","yes",20-JUN-20
3537,"both","161 Mulberry Restaurant LLC","41688043","yes","yes",22-JUN-20
7522,"both","HORSES AND DIVORCES","41688078","yes","yes",07-JUL-20
8400,"both","CAMINITO SPORTS BAR AND BILLIARD INC","41688632","yes","yes",14-JUL-20
8432,"sidewalk","GVVK Corp.","41688941","yes","no",15-JUL-20
4747,"both","ABI GROUP LLC DBA LOBO LOCO","41688951","yes","yes",24-JUN-20
1913,"sidewalk","Aldaza corp","41689366","yes","no",19-JUN-20
7046,"sidewalk","Edward stars corporation","41689402","yes","no",02-JUL-20
6147,"sidewalk","Pig and Khao","41689822","yes","no",28-JUN-20
6214,"both","Los tres potrillos y.v inc","41689833","yes","yes",29-JUN-20
11448,"roadway","ELSEWHERE ESPRESSO","41689872","no","yes",30-OCT-20
7372,"sidewalk","ELsewhere Espresso LLC","41689872","yes","no",06-JUL-20
6644,"roadway","Flatiron Operations LLC","41690254","no","yes",30-JUN-20
842,"both","Tavola","41690457","yes","yes",19-JUN-20
3752,"both","ABC Beer Co.","41690473","yes","yes",22-JUN-20
1447,"sidewalk","Kingsbridge Donutshop","41690532","yes","no",19-JUN-20
3215,"sidewalk","Taim Nolita","41690737","yes","no",22-JUN-20
5940,"both","Action Burger","41690816","yes","yes",27-JUN-20
3196,"both","Union Grounds","41690824","yes","yes",22-JUN-20
4207,"both","Cantina","41691166","yes","yes",23-JUN-20
7812,"roadway","404 Hernry Corp","41691342","no","yes",08-JUL-20
4719,"sidewalk","Libertador","41691362","yes","no",23-JUN-20
7985,"roadway","Libertador","41691362","no","yes",10-JUL-20
4716,"sidewalk","Libewrtador","41691362","yes","no",23-JUN-20
3957,"sidewalk","Sam's","41691396","yes","no",22-JUN-20
5678,"both","TAQUERIA EL BUEN GUSTO","41691644","yes","yes",26-JUN-20
9401,"roadway","Coma Bueno Restaurant Corp","41691907","no","yes",27-JUL-20
1794,"both","La Bella vita","41692397","yes","yes",19-JUN-20
5744,"both","SPICE","41692596","yes","yes",26-JUN-20
2386,"both","Sweet Chick","41692608","yes","yes",20-JUN-20
5880,"both","Golden Years","41692813","yes","yes",26-JUN-20
7262,"both","Strip House","41692902","yes","yes",04-JUL-20
9545,"sidewalk","gourmet 45","41692932","yes","no",30-JUL-20
8751,"roadway","Sole Di Capri LLC","41693243","no","yes",17-JUL-20
4938,"roadway","Melt Shop","41693280","no","yes",24-JUN-20
1607,"sidewalk","La sultana caf�","41693660","yes","no",19-JUN-20
3407,"sidewalk","Jassi's Tandoori Grill & Bar Inc.","41693685","yes","no",22-JUN-20
7428,"sidewalk","Wafels & Dinges","41693921","yes","no",06-JUL-20
7430,"sidewalk","Wafels & Dinges","41693921","yes","no",06-JUL-20
2942,"sidewalk","1267 LRM CORPORATION","41694156","yes","no",21-JUN-20
11166,"both","1267 LRM CORPORATION","41694156","yes","yes",29-SEP-20
8720,"sidewalk","Antica Pesa","41694170","yes","no",17-JUL-20
746,"roadway","Antica Pesa","41694170","no","yes",19-JUN-20
3144,"sidewalk","La Nueva Caricia Restaurant INC","41694248","yes","no",21-JUN-20
130,"sidewalk","jacks stir brew coffee","41694453","yes","no",19-JUN-20
2272,"sidewalk","WM 11inc","41694845","yes","no",20-JUN-20
4149,"sidewalk","Casa Verde","41695054","yes","no",23-JUN-20
2623,"sidewalk","1216 South Railroad Avenue LLC","41695054","yes","no",20-JUN-20
4021,"both","El Tecolote Bar","41695981","yes","yes",22-JUN-20
4070,"both","El Tecolote Bar","41695981","yes","yes",22-JUN-20
2543,"both","Noisette","41696014","yes","yes",20-JUN-20
3730,"sidewalk","No. 7 Restaurant","41696040","yes","no",22-JUN-20
7946,"both","Tufino Pizzeria Napoletana inc","41696092","yes","yes",09-JUL-20
